smile,penalized_logp
C1CCOCC#CCC1,-12.629082800451151
C1COCC#CCCO1,-13.772618889794373
C1COCC#CCOC1,-13.880588459752511
C1COCCCC#CC1,-12.702038704523384
C1COCOCC#CC1,-13.813792620391055
C1CC=CCCOCO1,-11.77800499625646
C1CCC=CCCOC1,-10.456981210165067
C1CCCC=CCCC1,-9.101123629041385
C1CCCN=COCC1,-11.612347413415586
C1CCN=COCOC1,-12.71425123631483
C1CCOCC=CCC1,-10.529186513773745
C1COCC=CCCO1,-11.755190214702747
C1COCC=CCOC1,-11.88738203076751
C1COCCCC=CC1,-10.417968443448755
C1COCCN=COC1,-12.996980063129739
C1COCCOC=NC1,-12.755711233799959
C1CCCCCCCC1,-7.121672892715232
C1CCCCOCCC1,-9.346926136288525
C1CCCOCOCC1,-10.627017587265012
C1CCOCCCOC1,-10.591984014558706
C1CCOCCOCC1,-10.53199750210262
C1COCCOCCO1,-11.250442772610741
O=C1C2CC1C=CCO2,-7.167328766344925
O=C1C2CC1CC=CC2,-5.687534968057474
O=C1C=CNCC2CN12,-6.896827888334943
O=C1C=CCCCC=C1,-7.283261001325292
O=C1C=CCCNC=C1,-8.81202224327678
O=C1CC23CN4C2CC134,-6.567867257518289
N=C1OC2C3N=CN1C23,-5.1196426568926725
O=C1OC2C3NC(=C1)C23,-4.295292439531387
N=C1CC2CC(O1)C=C2,-7.110868351249126
O=C1CC2OC(O1)C=C2,-7.606365861479215
N=C1OC2CC1C=CC2,-7.144558054463662
O=C1CC2CC1C=CC2,-6.114307413652289
O=C1OC2CC1C=CC2,-6.75742427372578
N=C1OC2CC1CC=C2,-6.9108640900263145
O=C1CC2CC1CC=C2,-6.004874977343052
N=C1CC=CC2CC2O1,-6.363417426140545
O=C1CC=CC=CC=C1,-7.448332098474758
O=C1OC=NCC1C#C,-4.062122815616007
O=C1NC=NCC2CN12,-6.979891248012156
O=C1OC=NCC2CN12,-6.948487635856204
O=C1CC=CCC=CC1,-7.724491971170912
O=C1CC=CCC=CN1,-8.624937473700875
O=C1CC=CCN=CO1,-9.68808506992502
O=C1CN=CNC=NC1,-10.667876541240707
O=C1NC=CCC=CN1,-9.102917926541853
O=C1NC=CCN=CN1,-10.133150105477469
O=C1CC=CCCC=C1,-7.311807482258832
O=C1CC=CCNC=C1,-8.880954200034157
O=C1CN=COCC=C1,-9.891251194136046
O=C1NC=CCCC=C1,-8.449518453890832
O=C1NC=CCNC=C1,-9.952780813701374
O=C1OCC2N3CC12C3,-4.72882756235572
N=C1OCC2CC1C=C2,-7.269828526828249
N=C1OCC2NC1C=C2,-8.721601488295844
O=C1COC2CC1C=C2,-7.135856079442819
O=C1NCC2CC1C=C2,-7.270980482683572
O=C1OCC2CC1C=C2,-6.856556954349294
N=C1OCC2CC2CO1,-6.574634306901352
O=C1NCC2CC2CO1,-5.835182566781958
O=C1OCC=CC2OC12,-6.557227472755697
N=C1CC=CC=CCO1,-8.584038212089443
O=C1CC=CC=CCN1,-8.563505576116555
O=C1CCC=CC=CC1,-7.287292520902075
O=C1CCC=CC=CN1,-8.065578507888329
O=C1NC=CC=CCO1,-8.62435352391873
O=C1CCC=CCC=C1,-7.387256316937472
O=C1COC=NCC=C1,-9.711602592773186
O=C1NCC=CCC=C1,-8.636322103242685
O=C1CCOC2CC1C2,-5.613748363195764
O=C1CCCC=CC=C1,-6.958924931918356
O=C1CNCC=CC=C1,-8.891444356135796
O=C1COCC=CC=C1,-8.40205117532297
O=C1OCCC=CC=C1,-7.7532328268334645
N=C1CCC=CCCO1,-8.014339276085458
N=C1CCCC=CCO1,-8.090056452796151
N=C1CCN=COCO1,-10.062754013352023
N=C1CNCC=CCO1,-9.820194872078318
N=C1COC=NCCO1,-10.349010331059175
N=C1COCC=CCO1,-9.363149684319772
O=C1CCC=CCCO1,-7.342513766628331
O=C1CCC=CCNC1,-8.594099804472663
O=C1CCCC=CCO1,-7.465305802676159
O=C1CCCN=COC1,-9.185573127937678
O=C1CCN=COCO1,-9.59891274602326
O=C1CCOC=NCC1,-9.162131534709129
O=C1CNCC=CCO1,-9.438050975317406
O=C1COC=NCCN1,-10.024254499891256
O=C1COC=NCCO1,-9.886664112194698
O=C1COCC=CCN1,-9.291664007736998
O=C1COCC=CCO1,-8.939265823382758
O=C1NCC=CCCO1,-8.415471655956367
O=C1NCCC=CCN1,-8.84368285346132
O=C1NCCC=CCO1,-8.432345258495642
O=C1OCOCC2OC12,-6.783759549563197
N=C1CC=CCCCO1,-7.999874362738651
N=C1CC=CCOCO1,-9.079851518061194
N=C1CN=COCCO1,-10.092992865193494
N=C1COCCN=CN1,-10.572061266868317
N=C1NC=NCCCO1,-9.984348232534668
O=C1CC=CCCCO1,-7.430894131613481
O=C1CCCCC=CN1,-7.7087131378776474
O=C1CCCCN=CO1,-8.719808768979693
O=C1CCCOC=NC1,-9.297171467791333
O=C1CCOCC=CC1,-8.12800765677636
O=C1CCOCC=CN1,-9.223013910736075
O=C1CN=COCCN1,-10.298825900544538
O=C1CN=COCCO1,-9.772752919588594
O=C1CNCCN=CO1,-10.412558198462605
O=C1COCCC=CC1,-8.235280578637177
O=C1COCCC=CN1,-9.095902845791409
O=C1COCCN=CN1,-10.187610906450956
O=C1COCCN=CO1,-10.235432084710377
O=C1COCOC=NC1,-10.274220286533904
O=C1NC=CCCCO1,-8.147411483660747
O=C1NC=CCOCO1,-9.415764745483845
O=C1NC=NCCCO1,-9.135565076332199
O=C1NCCCC=CN1,-8.625387349919357
O=C1NCCCN=CO1,-9.50057413088303
O=C1OCCCOC1=O,-5.028975878925072
N=C1OCCOCC=C1,-8.987994745318975
O=C1CCCCCC=C1,-6.352047846283157
O=C1CCOCCC=C1,-7.772991148371469
O=C1COCCCC=C1,-7.773451163283559
O=C1COCCNC=C1,-9.32871437544819
O=C1NCCCCC=C1,-7.63222853011441
O=C1NCCCNC=C1,-9.307217012246271
O=C1OCCCCC=C1,-7.169816501714819
O=C1OCCCNC=C1,-8.961393207677308
O=C1OCCOCC=C1,-8.438149856717517
N=C1CCCCCCO1,-7.04554545836403
N=C1CCCCOCO1,-8.132563397479942
N=C1CCCOCCO1,-8.224693422285421
N=C1CCOCCCO1,-8.24642273778564
N=C1CNCCOCO1,-9.66296589757135
N=C1COCCCCO1,-8.316287502559195
N=C1COCCOCO1,-9.268457181472938
N=C1COCOCCO1,-9.250880778373528
N=C1OCCCCCO1,-7.892876460993429
N=C1OCCCOCO1,-8.907339825919259
O=C1CCCOCCC1,-6.921437242272792
O=C1CCCOCCO1,-7.530991648120051
O=C1CCCOCOC1,-8.244442831290495
O=C1CCOCCCO1,-7.663910401329844
O=C1CCOCCNC1,-8.6378710506323
O=C1CCOCCOC1,-8.301068649617086
O=C1CCOCOCC1,-8.175696158317153
O=C1CNCCCCO1,-8.215066973186655
O=C1CNCCCOC1,-8.89949175369107
O=C1CNCCOCO1,-9.311304377832354
O=C1COCCCCO1,-7.823452517576802
O=C1COCCCOC1,-8.369278638526323
O=C1COCCOCO1,-8.875055697557842
O=C1COCOCCN1,-9.121318219139486
O=C1NCCCCCO1,-7.297741621350039
O=C1NCCCOCO1,-8.569481104053795
O=C1NCCOCCN1,-8.958219726930693
O=C1OCCCCCO1,-6.9712831667608315
O=C1OCCCOCO1,-8.091275230339143
O=CC1C2CC(C2)C1=O,-3.1381473193032137
O=CC1C2CCC1C2=O,-3.2661571214798744
[NH3+]C1(C2CC1C2)C([O-])=O,-5.869547261323927
[NH3+]C1(C2CC1O2)C([O-])=O,-7.467039653751296
[NH3+]C1(C2CCC12)C([O-])=O,-5.554868121122784
[NH3+]C1(C2COC12)C([O-])=O,-7.072387488152891
CC1(CC=CC1)C(N)=O,-1.3380923681454513
NC(=O)C1(O)COC1=O,-4.1950942641254745
NC(=[NH2+])C1(CC1)C([O-])=O,-5.858666259204165
NC(=O)C12C3CN1CC23,-4.51816838184253
NC(=O)C12CC(O1)C=C2,-4.445155148628071
[NH3+]C12CC1(CC2)C([O-])=O,-6.426189622105923
NC(=O)C12CN1C=NC2,-4.547945787941538
[O-]C(=O)C12CC1[NH+]=CN2,-8.626738558010558
NC(=O)C12OC1CC2=O,-4.258922703814834
NC(=O)C12OC1CC=C2,-3.9057838761481354
[O-]C(=O)C12CC1[NH2+]CC2,-7.354813616526222
[O-]C(=O)C12C[NH2+]CC1N2,-8.661601867399721
NC(=O)C12CC3C1N3C2,-4.560347627872414
NC(=O)C12OC3C1OC23,-5.75364219297321
[O-]C(=O)C12CC3C1[NH2+]C23,-8.6313554790157
NC(=O)C12OC3CC1C23,-4.284662304017928
[O-]C(=O)C12CC3[NH2+]C1C23,-8.133503917275714
[O-]C(=O)C12CC[NH+]1CC2,-6.972161919908167
NC(=O)C1=CC2CC1O2,-4.095092319322809
NC(=O)N1C2C3CC1C23,-3.945911143824746
[O-]C(=O)C1C2CC(=[NH2+])N12,-7.589268674519477
CC12CC(C1)N2C(N)=O,-2.750136299998668
CC12CN(C1)C2C(N)=O,-3.828218100662971
[NH3+]C12CC(C1)C2C([O-])=O,-6.879935345785347
NC(=O)N1C2CC1C=C2,-3.8540641714154673
NC(=O)N1C2CC1CC2,-2.408961968982413
[O-]C(=O)C1C2CC1[NH2+]C2,-8.394661160170681
[O-]C(=O)C1C2CCC1[NH2+]2,-7.949239530471273
NC(=O)N1C2CC=CC12,-2.9791796597960793
[O-]C(=O)C1C2C[NH+]=CN12,-8.549998834710408
[NH3+]C12CCC1C2C([O-])=O,-6.166248396874147
[NH3+]C12COC1C2C([O-])=O,-7.275555185256664
NC(=O)N1C=NC2CC12,-4.1337691761407065
[O-]C(=O)C1CC11C[NH2+]C1,-7.3727740347848965
[O-]C(=O)C1NC11C[NH2+]C1,-8.782601516155019
NC(=[NH2+])C1CC1C([O-])=O,-6.97146055707268
[NH3+]C12CC1CC2C([O-])=O,-6.701570842765273
NC(=O)N1CC2CC1C2,-1.9687193945894852
[O-]C(=O)C1CC2CC1[NH2+]2,-8.032107691284024
[O-]C(=O)C1CC2C[NH+]1C2,-8.205119213081014
NC(=O)N1CC2OCC12,-3.1817751433759787
[O-]C(=O)C1CC2[NH2+]CC12,-7.593240007756588
[O-]C(=O)C1[NH2+]C2CCC12,-7.0719874212463605
[O-]C(=O)C1NC2C[NH2+]C12,-8.649219972320182
NC1=[NH+]CC(C1)C([O-])=O,-7.5683863707231325
NC1=[NH+]CC(N1)C([O-])=O,-8.484762345106844
NC1=[NH+]C(CC1)C([O-])=O,-7.398962985592645
[O-]C(=O)C1[NH2+]CC11CC1,-7.14189446764315
[O-]C(=O)C1[NH2+]CC11CN1,-8.918539504965644
NC(=O)N1CCC1C#N,-2.2933700015508247
[O-]C(=O)C1CCN1C=[NH2+],-6.7832146402931635
[O-]C(=O)C1[NH2+]CC2CC12,-7.347135096554911
[O-]C(=O)C1[NH2+]CC2NC12,-8.627325818143133
[O-]C(=O)C1CC=CC[NH2+]1,-6.601868055145767
[O-]C(=O)C1CC[NH+]=CN1,-7.961519750285332
[O-]C(=O)CC1C2CC1[NH2+]2,-7.670398402519341
[O-]C(=O)CC1CC2[NH2+]C12,-7.476042541535328
[O-]C(=O)CC1[NH2+]C2CC12,-7.470407869989915
NC(=O)OC1CN=CO1,-3.6874402851117716
NC(=O)OC1OCC=C1,-2.783846149612011
OC12C(CC1=O)C2C=O,-4.117049019515436
OC12C3CC1N(C=O)C23,-5.205071639435719
CC12CC(C=C1)C=CC2,-6.288457910359643
CC12CC(CC=C1)C=C2,-6.3597218871574706
OC12CC(CCC1)C=C2,-6.594471837641439
CC12CC1C=CCC=C2,-5.01983564623793
CC12CCC=CCC1O2,-4.770048164292049
CC12CC=CCCC1O2,-4.79407116525671
OC12CC1CCC=CC2,-5.539481776513183
OC12CC3C(CC=C1)C23,-3.2831104391580284
CC12CC(CO1)C=CC2,-6.837128000948979
CC12COC(C1)CC=C2,-6.7753518317129915
OC12COC(C1)CCC2,-7.0227138577034065
OC12COC(C1)COC2,-8.338575697859326
CC1=NC2CC(O1)C=C2,-7.390641467077643
CC1=CCC=CCOC1,-7.782801317734935
CC1=CCN=COCC1,-8.745904004517923
CC1=CCCC=CCC1,-6.089273623849727
CC1=CCCN=COC1,-8.651025928899513
CC1=CCOC=NCC1,-8.705499361406082
CC1=CCCCC=CC1,-6.328251370680102
CC1=CCOCCCC1,-6.640428539851825
CC1=NCCCCCO1,-7.3389779285114765
CC1=NCCCOCO1,-8.481683228374195
NC1C(N)C1(N)C(N)=O,-5.1766980420449595
NC1C([NH3+])C1(N)C([O-])=O,-8.264652980928716
NC1C([NH3+])C1(O)C([O-])=O,-8.10843695516132
NC1(C([NH3+])C1O)C([O-])=O,-8.046032524818546
CN1C2C=C(C)C1C2=O,-3.917659863333371
CC1C2N=CNC=NC12,-7.835033732126497
OC1C2C=CCC=CC12,-5.880684355253029
[NH3+]C1C2CC(C12)C([O-])=O,-6.943902538241293
[NH3+]C1C2OC(C12)C([O-])=O,-7.706429798703283
CC1C2CC1(C2)C(N)=O,-2.869936343733538
CC1N2CC1(C2)C(N)=O,-3.9998381084333166
CN1C2CC1(C2)C(N)=O,-3.272539683166994
[NH3+]C1C2CC1(C2)C([O-])=O,-6.8538117211701906
[NH3+]C1C2CC1(N2)C([O-])=O,-8.533952745003017
CC1C2CN1C2C(N)=O,-4.276930166305316
CN1C2CC1C2C(N)=O,-3.6342622096491
[NH3+]C1C2CC1C2C([O-])=O,-6.975229409449275
[NH3+]C1C2OC1C2C([O-])=O,-7.728449632098242
OC1C2CC1C=CCO2,-7.3903038598647495
OC1C2CC1CC=CC2,-5.846184186100438
CN1C2CC2C1C(N)=O,-3.615339825425253
[NH3+]C1C2CN2C1C([O-])=O,-7.790522723833202
[NH3+]C1C2CCC12C([O-])=O,-6.363066952975586
[NH3+]C1C2COC12C([O-])=O,-7.649330241563485
[NH3+]C1C2OCC12C([O-])=O,-7.465640004555173
OC1C2C[NH2+]C12C([O-])=O,-8.389709956891338
OC1C2OCCC=CC12,-6.482978585517147
OC1C=CC2CC1C=C2,-7.0549017937968
CC1C=CCN1C(N)=O,-2.1261434507186214
CC1C=CCC=CC=C1,-7.648428288283874
CC1N=COCC2CC12,-6.6492673555336665
CC1C=CCCCC=C1,-6.694931251411458
CC1C=CCCOC=N1,-9.41803303478623
OC1C=CCCCC=C1,-7.800868800005912
CC1[NH2+]C(C1C)C([O-])=O,-6.82078725315683
CN1CC2(CC12)C(C)=O,-2.9552123795652494
[NH3+]C1CC2(CC12)C([O-])=O,-6.861243403055591
OC1CC23CN4C2CC134,-6.889052543802922
CC1OC2C1C2C(N)=O,-3.4998231964625677
CC1OC2C3C=CC1C23,-3.156385614281269
CN1CC2CC12C(N)=O,-3.7987638475052115
[NH3+]C1CC2CC12C([O-])=O,-6.801905206368742
CC1OC2CC1C=CC2,-6.483310515488624
OC1CC2CC1C=CC2,-6.471581305118173
OC1CC2CC1CC=C2,-6.322140349649173
CC1CN=CN1C(N)=O,-3.2968454365958926
CC1CC=CC=CC=C1,-7.209037378086612
CC1OC=NCC2CC12,-6.606479579613364
CC1CC=CCC=CC1,-6.673157212239233
CC1CC=CCCC=C1,-7.020460796748584
CC1CC=CCOC=N1,-9.438708149446242
CC1CN=COCC=C1,-9.67962764852927
CC1OC=NCCC=C1,-9.306447473124578
OC1CC=CCCC=C1,-7.973130321369298
[NH3+]C1CCC1CC([O-])=O,-5.854824054993321
OC1COC2CC1C=C2,-7.423220482463137
OC1CCC2OCC1O2,-4.025503354242465
CC1OCC=CC=C1C,-4.7601715688290245
CC1CCC=CC=CC1,-6.833739466112352
OC1CCC=CCC1O,-5.427562388022276
CC1CCC=CCC=C1,-7.3046350086917275
CC1COC=NCC=C1,-9.784747445037668
CC1OCC=CCC=C1,-8.546045246076924
OC1CCC=CCC=C1,-8.182769339361977
OC1CC[NH2+]C1C([O-])=O,-7.727774692475913
CC1CCCC=CC=C1,-6.829631277383553
CC1COCC=CC=C1,-8.309571491947313
OC1CCCC=CC=C1,-7.820648156203708
CC1CCCC=CCO1,-7.55789885656774
CC1CCCN=COC1,-8.735527686852635
CC1CCN=COCO1,-9.804081671456684
CC1CCOC=NCC1,-8.8631434903814
CC1COC=NCCO1,-10.011886279364614
CC1COCC=CCO1,-9.106739082408872
CC1OCCC=CCO1,-8.64346647089137
OC1CCCC=CCC1,-7.189728902315847
OC1CCCN=COC1,-9.857795764826257
CC1CC=CCCCO1,-7.175939530325622
CC1CCCCC=CC1,-6.065058524245757
CC1CCCCN=CO1,-8.45010174502497
CC1CCOCC=CC1,-7.567513913117884
CC1COCCC=CC1,-7.658066570743457
CC1COCCN=CO1,-10.064270477478777
CC1COCOC=NC1,-9.873358106466405
OC1CCCCC=CC1,-7.144104367770993
OC1CCCOC=NC1,-9.70552443982871
OC1CCOCC=CC1,-8.576401093453507
OC1COCCC=CC1,-8.60538203291513
CC1CCCCCC=C1,-6.201305996472193
CC1CCOCCC=C1,-7.527288164694078
CC1COCCCC=C1,-7.612742323710661
CC1COCCOC=N1,-9.658997339928135
CC1OCCCCC=C1,-7.473236945455312
CC1OCCOCC=C1,-8.859602459984913
OC1CCCCCC=C1,-7.125908222359462
OC1CCCOCC=C1,-8.55822411532998
OC1CCOCCC=C1,-8.517040002505988
OC1COCCCC=C1,-8.579589252358126
CC1COCCCOC1,-7.367286868012218
CC1COCCOCO1,-8.886130275569604
CC1OCCCCCO1,-6.854882641176906
OC1CCCOCCC1,-6.770406977135665
OC1CCCOCOC1,-8.659344626729144
OC1CCOCCOC1,-8.65178558662728
OC1CCOCOCC1,-8.107123566172028
C[NH+]=C(N)C(C)C([O-])=O,-7.045173193668724
CN=C(N)C(O)C(N)=O,-4.195367345581891
NC=NC(C#C)C(N)=O,-4.675433002042832
C[NH+]=CN1CC1C([O-])=O,-7.766794124513325
CN=CN1CCOC1=O,-2.3925864297593247
CN=COC(C)C(N)=O,-3.069468430010399
NC=[NH+]CC(N)C([O-])=O,-8.451104309993102
CCN(C=NC)C(N)=O,-2.3956918672802847
C[NH2+]C1C(C)C1C([O-])=O,-7.008048901727184
C[NH2+]C1C(N)C1C([O-])=O,-8.10861423531275
[NH3+]CC1COC1C([O-])=O,-6.828592930680857
OCC1C[NH2+]C1C([O-])=O,-7.649179227509606
C[NH2+]CC1CC1C([O-])=O,-6.7965198198703
C1=NN2N=NC=NC2=N1,-2.8743470186925864
C1C2C=CC3=C2N1N=C3,-9.624542904132209
C1C2CC3=NON=C3N12,-2.705048417564887
C1C2CCC3=C2N1N=C3,-8.84418623845661
C1C2CN3N=NC=C3N12,-3.48029947942801
C1C2CNC3=C2N1N=C3,-9.844535613332202
C1C2CNC3=C2N1N=N3,-10.522433249851876
C1C2COC3=C2N1N=C3,-9.736005348022877
C1C2NC3=NON=C3C12,-3.387985381557233
C1C2NCC3=C2N1N=C3,-10.0834040911249
C1C2OC3=NON=C3C12,-3.260044096063399
C1C2OCC3=C2N1N=C3,-9.779132127349778
N=C1C=NON=CC1=O,-7.193438795892346
N=C1N=CNN=C1C#C,-3.976254622138726
N=C1N=CON=CC1=O,-6.983533991506015
N=C1N=NNN=C1C#C,-3.8114122658742797
N=C1N=NON=C1C=O,-4.1813981354932075
N=C1N=NON=CC1=O,-7.875451691740391
N=C1N=NON=NC1=N,-8.904751520512155
N=C1NN=NC(=N)C=C1,-7.632818647466038
N=C1NN=NC(=N)C=N1,-8.143445832027707
N=C1NN=NC(=O)C=N1,-7.626912768286509
N=C1NN=NC=CC1=O,-7.192001482616334
N=C1ON=NC(=N)C=C1,-7.396383783083733
N=C1ON=NC(=N)C=N1,-8.121141775690793
N=C1ON=NC=CC1=O,-6.751249972774221
NC(N)=NC1=NC=NO1,-3.1537260628557697
NC=NC1=NC=NN=N1,-3.83174310631536
NC=NC1=NON=C1N,-3.012973043775769
O=C1N=NON=C1C#N,-3.5542216904110506
